141.136.111.254;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
72.52.92.13;-2;unknown;unknown
149.6.108.9;-2;unknown;unknown
81.25.202.153;-2;VERIO-IT-INFRA;Verio IT mlanit01 
62.240.250.129;8426;CLARANET-FRANCE-NETS;Claranet France NOC and Customer Network CLARAFR-AGG2 
77.247.83.193;25291;SYS11-TRANSFER-NET;SysEleven GmbH Transfernets Sys11 VPN Services UG (haftungsbeschraenkt) 
62.210.47.222;12876;IE-POOL-BUSINESS-HOSTING;IP Pool for Iliad-Entreprises Business Hosting Customers Online SAS Paris, France 
149.6.108.1;-2;unknown;unknown
80.81.202.30;6695;DE-CIX-MUC-IXP;DE-CIX Management GmbH ALP-IX, Munich DE-CIX, the German Internet Exchange DE-CIX, the German Internet Exchange 
83.167.56.221;8218;NEOT-BBONE-2;Neotelecoms Backbone 2 Neo Telecoms 
89.149.184.65;3257;NACNET-EU;Tinet Spa Tinet SpA 
185.65.7.234;21235;DE-ADVANCED-HAMBURG-20140725;ADVANCED Systemhaus GmbH Advanced Systemhaus GmbH 
10.0.4.1;-1;private;private
129.250.2.158;-2;unknown;unknown
149.6.32.33;-2;unknown;unknown
89.28.136.137;41307;TPP-MEASURE-AS41307;Telepark Passau GmbH Regensburgerstrasse 29 94036 Passau Telepark Passau GmbH 
217.110.137.65;8220;DE-COLT-108;COLT Telecom COLT 
94.124.104.77;42000;KAORACZ-NET-INFRASTRUCTURE;Network infrastructure of Kaora, s.r.o. Kaora, s.r.o. 
193.242.111.69;2128;IE-INEX-IPV4-PI-NETBLK1;Internet Neutral Exchange Association Limited IE-INEX-IPV4-PI-NETBLK1 
184.105.81.34;-2;unknown;unknown
213.155.131.237;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
86.50.160.14;1741;CSC-DCNET-INFRA;CSC Kajaani Data Center - Infra Networks FUNET-BLOCK 
78.152.34.6;5580;ATRATOIP-531;Assigned to customer_id r1.ams5.nl - r1.ams1.nl AS5580 
89.149.128.242;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
130.117.49.41;-2;unknown;unknown
213.155.136.94;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
154.54.58.141;-2;unknown;unknown
109.105.102.104;2603;NORDUNET-CORE;NORDUnet Core Backbone NORDUNET-CORE 
185.10.36.62;61343;PATRONAS-INFRASTRUCTURE;PATRONAS Infrastructure Network PATRONAS Network 
62.40.112.29;21320;GEANT;IP allocation for GEANT network infrastructure GEANT European Backbone GEANT European Backbone 
184.105.222.129;-2;unknown;unknown
194.68.128.187;8674;SE-GIX;Stockholm Interconnect FDDI $Id Stockholm Interconnect $Id 
149.11.114.49;-2;unknown;unknown
185.3.128.2;59689;KEYADE;Keyade Keyade cidr block 
109.105.97.139;2603;NORDUNET-CORE;NORDUnet Core Backbone NORDUNET-CORE 
193.110.224.33;-2;FICIX-IXP;Finnish Communication and Internet Exchange - FICIX ry FICIX IXP 
193.107.56.5;50535;EUSKILL-NET;Euskill SARL AS50535 
129.250.5.217;-2;unknown;unknown
109.105.97.130;2603;NORDUNET-CORE;NORDUnet Core Backbone NORDUNET-CORE 
212.39.69.213;8866;BTC-LPBKS-WNS;BTC - Loopbacks and WANs Bulgarian Telecommunications Company Plc. 
212.39.69.210;8866;BTC-LPBKS-WNS;BTC - Loopbacks and WANs Bulgarian Telecommunications Company Plc. 
213.155.137.234;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
80.91.251.96;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
192.38.7.38;1835;DK-DENET-19930901;Danmarks Tekniske Universitet Forskningsnettet-192.38 
62.214.105.78;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
37.187.231.93;16276;OVH;OVH SAS Infrastructure OVH 
149.6.172.17;-2;unknown;unknown
72.52.92.81;-2;unknown;unknown
10.96.253.74;-1;private;private
192.168.3.1;-1;private;private
147.229.252.205;197451;VUTBRNET;Brno University of Technology VUTBR-NET4 
77.94.160.54;8641;RU-NAUKANET-20070605;LLC "Nauka-Svyaz" Nauka-Svyaz 
109.168.46.193;5602;K-LAIS-LAISSRL;LAIS S.R.L. BRESCIA BS KPNQwest Italia S.p.a. netblock 
80.87.217.241;35328;DSIDATA-WAN;PPPoE users DSiData SK 
89.149.182.74;3257;NACNET-EU;Tiscali International Network B.V. Robert-Bosch-Str. 32 D-63303 Dreieich Tinet SpA 
154.25.0.161;-2;unknown;unknown
141.136.111.186;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
154.25.0.165;-2;unknown;unknown
62.115.142.77;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
62.169.56.1;28831;FVS-NET;Ferriera Valsabbia SpA - Odolo (Brescia) Wireless & IRON-NET Network PHOENIX INFORMATICA SRL 
141.136.99.14;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
89.149.181.238;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
130.117.50.34;-2;unknown;unknown
213.155.131.247;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
83.143.216.97;35382;CAPNOVA-NET-PI;Oy Capnova Ltd Oy Capnova Ltd 
213.155.131.245;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
37.25.57.3;57642;FR-ADENCF;FIGARO CLASSIFIEDS S.A. FIGARO CLASSIFIEDS S.A. 
212.77.160.57;12611;R-KOM-NET-AS12611;R-KOM GmbH & Co KG Greflinger Strasse 26 93055 Regensburg R-KOM Regensburger Telekommunikationsgesellschaft mbH & Co. KG 
10.1.51.1;-1;private;private
195.2.25.197;1273;CW-CUST-PTP-NET;Customer PtP BKL Cable & Wireless Austria Netblock 
89.111.41.69;12993;DEAC-COLOCATION-DC-NET;SIA DEAC DATU CENTRS Digitalas Ekonomikas Attistibas Centrs 
192.168.10.1;-1;private;private
154.54.39.153;-2;unknown;unknown
80.10.124.143;-2;IPBRX-ACCESS-Equipments;France Telecom access equipements 
62.214.106.45;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
149.14.68.161;-2;unknown;unknown
109.69.8.193;49835;GUIFINET_BCN2;Fundacio Privada per a la Xarxa Lliure, Oberta i Neutral guifi.net GUIFINET IPv4 Network 
185.10.36.254;61343;PATRONAS-INFRASTRUCTURE;PATRONAS Infrastructure Network PATRONAS Network 
149.6.32.57;-2;unknown;unknown
91.213.25.241;-2;MEZCALITO;MEZCALITO SARL Mezcalito 
62.214.106.49;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
149.6.32.53;-2;unknown;unknown
10.129.254.33;-1;private;private
213.155.137.127;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
192.168.246.1;-1;private;private
62.115.141.92;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
193.25.173.1;29551;CZMOK-NET;Jan Czmok Lambda Solutions 
130.117.48.158;-2;unknown;unknown
62.116.194.2;31027;WNB-NET-1;Wnb ApS nianet a/s 
62.116.194.3;31027;WNB-NET-1;Wnb ApS nianet a/s 
149.6.142.45;-2;unknown;unknown
46.31.40.37;44141;DEVCLIC-RBB;Devclic Network Infrastructure Devclic 
10.0.12.10;-1;private;private
217.29.33.49;16188;PUNKT-DC1-INFRA2;punkt.de GmbH datacenter 1 infrastructure punkt.de GmbH Kaiserallee 13a 76133 Karlsruhe Germany Tel. +49 721 9109 0 
62.240.250.202;8426;CLARANET-FRANCE-NETS;Claranet France NOC and Customer Network CLARAFR-AGG2 
81.26.160.46;12843;TXX-BACKBONE-2;TelemaxX Telekommunikation GmbH Backbone Infrastruktur TelemaxX Telekommunikation GmbH 
10.90.96.1;-1;private;private
154.54.28.66;-2;unknown;unknown
81.26.160.49;12843;TXX-BACKBONE-2;TelemaxX Telekommunikation GmbH Backbone Infrastruktur TelemaxX Telekommunikation GmbH 
90.147.81.101;137;GARRX-NET;GARR-X Backbone Consortium GARR GARR routes 
185.30.92.1;60491;NO-LIMIT-NETWORK;No Limit Network public infrastructure PI-1 NLN 
195.2.25.166;1273;CW-CUST-PTP-NET;Customer PtP BKL Cable & Wireless Austria Netblock 
198.71.45.21;-2;unknown;unknown
154.25.4.181;-2;unknown;unknown
62.115.112.59;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
212.65.36.9;47377;MOBISTAR-BACKBONE;backbone assignments be.mobistar be.mobistar 
130.117.49.109;-2;unknown;unknown
62.40.98.112;21320;GEANT;IP allocation for GEANT network GEANT European Backbone GEANT European Backbone 
213.155.131.142;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
77.111.1.181;3212;TUSTELEKOM-SERVERS;For abuse please contact abuse@voljatel.si Voljatel Telekomunikacije d.d. For abuse please contact abuse@voljatel.si Telemach For abuse please contact abuse[at]telemach.si 
129.250.2.41;-2;unknown;unknown
129.250.2.43;-2;unknown;unknown
213.161.2.222;3212;SIBONE;Triera Internet Broadband Network Services Triera Internet Broadband Network Services http 
62.214.34.177;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
154.54.58.190;-2;unknown;unknown
141.136.109.81;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
62.115.12.45;1299;EU-TELIANET;TeliaSonera AB TELIANET-BLK 
10.220.254.255;-1;private;private
154.54.42.85;-2;unknown;unknown
154.54.44.105;-2;unknown;unknown
78.111.72.105;33984;SURFPLANET;Ripe Atlas Probe Surfplanet GmbH PA-Block 
80.87.217.245;35328;DSIDATA-WAN;PPPoE users DSiData SK 
154.54.42.165;-2;unknown;unknown
84.233.218.190;8928;IP-UK-GLOBAL-SWITCH-POP-NETS;Interoute GlobalSwitch POP Interoute Telecommunications (UK) Ltd 
129.250.6.162;-2;unknown;unknown
194.146.118.80;9033;ECIX-DUS-IPV4;Peering GmbH European Commercial Internet Exchange Peering LAN Duesseldorf, Germany Peering LAN ECIX-DUS European Commercial Internet Exchange 
62.115.138.122;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
95.141.47.254;49367;SEFLOW-MGMT;Dedicated Servers SeFlow.it Internet Services - wf2 - Milan 
213.183.195.81;15368;DE-MN-01;nebel.de Augustenburger Str. 1 D-22769 Hamburg INTARES-RO-01 
80.87.217.253;35328;DSIDATA-WAN;PPPoE users DSiData SK 
92.39.244.195;34274;FR-ELB-20100107;ELB multimedia Routage ELB MULTIMEDIA HOSTING DATA CENTER3 
84.46.112.58;15943;WILHELM_TEL_NET;ROUTING INTERN wilhelm.tel GmbH Heidbergstrasse 101-111 D-22846 Norderstedt wilhelm.tel GmbH 
172.16.0.2;-1;private;private
216.218.223.28;-2;unknown;unknown
185.22.223.81;60955;WAVECON-NET-3;Wavecon GmbH (Routing) WAVECON-NET-1 
62.115.115.225;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
217.13.49.85;31221;FR-EUCLYDE-20021128;euclyde Euclyde Hosting 
62.115.115.227;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
188.1.235.117;680;WIN-IP;Verein zur Foerderung eines Deutschen Forschungsnetzes e.V. IP networking on DFN's Wissenschaftsnetz "X-WiN" connecting research institutes spread all over GERMANY DFN-188.1 
213.155.134.77;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
80.157.128.233;3320;DTAG-TRANSIT15;Deutsche Telekom AG for IP-Transit Deutsche Telekom AG, Internet service provider 
77.233.240.53;31027;NIANET_CORE;nianet core network and servers nianet a/s 
77.233.240.54;31027;NIANET_CORE;nianet core network and servers nianet a/s 
88.200.7.244;2107;ARNES-NET;ARNES Ljubljana Slovenia ARNES-ID 64 ARNES provider block Academic and Research Network of Slovenia Ljubljana Slovenia 
81.95.15.162;33891;CORE-BACKBONE-INFRA1;Core-Backbone GmbH Infrastructure, Routing CORE-BACKBONE 
216.218.223.26;-2;unknown;unknown
213.155.135.139;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
198.27.73.166;-2;unknown;unknown
198.27.73.164;-2;unknown;unknown
62.40.124.192;21320;GEANT;IP allocation for GEANT network infrastructure GEANT European Backbone GEANT European Backbone 
193.252.137.70;-2;RBCI;Public IP for Orange Identity 
89.149.129.194;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
213.155.135.133;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
213.155.135.135;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
195.154.1.3;12876;FR-ILIAD-ENTREPRISES-CUSTOMERS;Iliad Entreprises Customers Online SAS Paris, France 
77.233.240.50;31027;NIANET_CORE;nianet core network and servers nianet a/s 
172.24.1.254;-1;private;private
85.91.2.200;34245;IE-MAGNET-MGMT;Magnet Networks Magnet Networks 
62.115.134.69;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
37.26.226.35;15695;EXPEREO_BUSINESS_DSL_EU_INFRA;Expereo Expereo customers DE 
178.19.223.90;50324;HOFNETZ-CORE-223;Hofnetz & IT Services GmbH Backbone-Infrastructure Assignment ORCO-PA-01 
92.61.196.1;44384;CROSSAN-CABLECOMM;CableComm-196197 CrossanRouteObject 
89.149.129.190;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
184.105.213.229;-2;unknown;unknown
154.54.30.185;-2;unknown;unknown
192.168.24.7;-1;private;private
195.42.144.104;44729;EE-Paris;Equinix France SAS EQUINIX-PARIS-IX-V4 
213.140.214.19;35432;ADSL-HOME-DYNAMIC;ADSL Home Dynamic Pool Wavespeed Route Object 
109.105.98.10;2603;NORDUNET-CORE;NORDUnet Core Backbone NORDUNET-CORE 
154.54.38.205;-2;unknown;unknown
149.6.152.149;-2;unknown;unknown
89.149.185.2;3257;NACNET-EU;Tinet Spa Tinet SpA 
154.54.38.209;-2;unknown;unknown
85.115.3.145;12843;TXX-TRANSFER-1;TelemaxX Telekommunikation GmbH TelemaxX-Customer-Transfer-Networks TelemaxX Telekommunikation GmbH 
213.161.11.65;3212;SIBONE;Triera Internet Broadband Network Services Triera Internet Broadband Network Services http 
62.40.125.180;21320;GEANT;IP allocation for GEANT network infrastructure GEANT European Backbone GEANT European Backbone 
185.5.100.237;39702;RIPEPropeV3;Sparkassen-IT GmbH & Co. KG 75365 Calw, Germany S-IT 
184.105.223.209;-2;unknown;unknown
62.168.203.253;31055;CONSULT;Consultix GmbH Consultix GmbH 
141.136.105.98;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
193.252.159.58;-2;RBCI;France Telecom IP Backbone 
130.0.72.205;42442;DE-ADACOR;Adacor Hosting GmbH Adacor Hosting GmbH 
213.155.136.78;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
149.6.32.37;-2;unknown;unknown
94.127.224.12;48139;DE-BOYENS-HEIDE01;Boyens Medien Boyens Medien GmbH & Co. KG 
80.91.254.214;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
217.71.111.169;13237;LNC-DE-CUSTOMERLINKS2;Point-to-Point for German Customers LambdaNet Communications Deutschland AG LambdaNet Backbone 
217.113.64.19;-2;Gatewaycomms;Backbone routers, servers, switches and the MSI office LAN 
130.149.126.77;680;TUB;TU Berlin, campus network TUB TUB 
212.122.54.186;16097;HL-CLUSTERS;Clusters KG HL komm Telekommunikationsgesellschaft mbH 
149.6.48.13;-2;unknown;unknown
217.78.199.124;16086;FV-198-199;Finnet Verkot DNA Oy 
91.223.40.11;197551;AMEOS;Ameos SARL Ameos 
154.25.9.85;-2;unknown;unknown
185.31.40.1;60362;FR-ALWAYSDATA-20130719;ALWAYSDATA SARL Route for 185.31.40.0/22 
184.105.81.238;-2;unknown;unknown
129.250.3.93;-2;unknown;unknown
80.70.191.29;34372;NN-VEGA-BLFD;VegaSystems CoLocation Bielefeld VEGASYSTEMS-NET-BLFD 
154.25.9.89;-2;unknown;unknown
62.119.219.121;2119;Telenor-net-sweden;Telenor Sweden infra Telenor Sverige AB 
141.136.105.106;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
62.115.143.202;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
141.136.107.230;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
212.84.34.17;199547;VOIX;Dynamic PPP pool Voix srl 
212.79.9.201;20783;DE-POP-I-19981102;pop-interactive GmbH POP-HH.NET 
62.115.143.165;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
217.239.39.14;3320;DTAG-INT1;Deutsche Telekom AG, Internet Service Provider Deutsche Telekom AG, Internet service provider 
62.115.143.163;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
10.200.0.254;-1;private;private
213.140.214.14;35432;ADSL-HOME-DYNAMIC;ADSL Home Dynamic Pool Wavespeed Route Object 
62.78.111.148;16086;DNAP-080428;DNA Palvelut Oy Ansatie 6a B 01741 Vantaa DNA Oy 
83.145.255.194;29422;NBL-BACKBONE;Backbone infra FI-NBLNETWORKS-20040202 
154.54.40.106;-2;unknown;unknown
154.54.36.226;-2;unknown;unknown
212.123.127.242;15598;IP-PARTNER;IP Exchange GmbH Am Tower 5 90475 Nuernberg IP Exchange GmbH / IP Partner AG 
212.77.162.122;12611;R-KOM-NET-AS12611;R-KOM GmbH & Co KG Greflinger Strasse 26 93055 Regensburg R-KOM Regensburger Telekommunikationsgesellschaft mbH & Co. KG 
151.6.2.13;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
192.121.80.162;-2;SE-STHIX-EQUIPMENT;STHIX STHIX 
129.250.2.64;-2;unknown;unknown
151.6.2.15;1267;IUNET-BNET6;IUnet Via Lorenteggio 257 Milano, I-20100 INFOSTRADA 
213.155.136.96;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
193.169.198.70;15669;BIX-BG;BIX.BG Ltd. BIX.BG 
130.117.51.41;-2;unknown;unknown
195.154.1.112;12876;FR-ILIAD-ENTREPRISES-CUSTOMERS;Iliad Entreprises Customers Online SAS Paris, France 
212.74.86.127;-2;COLT-BB-CORE;CORE-019 
194.113.216.25;30962;DE-COMTRANCE-INFRA;comtrance GmbH ID-NET 
213.155.135.137;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
213.248.65.210;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
80.87.211.9;35328;DSIDATA-WAN;INF, SK P2P DSiData SK 
80.87.211.5;35328;DSIDATA-WAN;INF, SK P2P DSiData SK 
62.240.250.126;8426;CLARANET-FRANCE-NETS;Claranet France NOC and Customer Network CLARAFR-AGG2 
193.149.1.113;6895;ESPANIX;ASOCIACION ESPANIX Punto Neutro de Interconexion en Espana Spain Internet Exchange Punt Neutre d'Interconnexio d'Espanya www.espanix.net Spain Spanish Internet Exchange Punto de Intercambio de Espana http 
89.184.134.58;39642;DK-SYD-ENERGI-NETWORK;Syd Energi Network Infrastructure SYD ENERGI A/S 
212.79.49.140;20783;POP-I-NET;pop-interactive GmbH POP-HH.NET 
213.224.247.106;6848;TELENET;Telenet Operaties N.V. TELENET 
212.79.49.142;20783;POP-I-NET;pop-interactive GmbH POP-HH.NET 
194.141.221.254;6802;RC-BAS-BIS21PP-221;NREN - Bulgaria BIS21PP infrastructure at IPP-BAS Sofia bg.unicom-b, aggregated Provider Local Registry Block 
80.70.176.2;34372;NN-VEGA-CORE;Vegasystems Core VEGASYSTEMS-NET-1 
62.214.110.189;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
184.105.223.233;-2;unknown;unknown
109.105.97.127;2603;NORDUNET-CORE;NORDUnet Core Backbone NORDUNET-CORE 
178.132.80.97;57344;Telehouse;Telehouse EAD Telehouse EAD 
37.49.232.13;57734;FRANCEIX-MARSEILLE-PEERING;FranceIX Marseille Peering LAN FranceIX Services 
80.247.227.254;15826;NET-NFRANCE-04;NFrance Conseil Datacenter Ramonville NFRANCE CONSEIL - bloc RIPE 1 
141.136.107.66;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
5.104.16.17;198977;UnArtel;UnArtel s.r.o. Unart/UnArtel route 
141.136.97.225;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
90.147.80.109;137;GARRX-NET;GARR-X Backbone Consortium GARR GARR routes 
10.137.205.225;-1;private;private
129.250.3.189;-2;unknown;unknown
77.232.232.129;42102;DE-LR-NETCON-20061218;L&R Network Consulting LRNC-NET-OF1 
91.213.211.118;-2;PEERING-CZ;Peering.cz s.r.o. 
62.115.113.160;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
137.164.26.246;-2;unknown;unknown
89.106.218.229;39702;SIT-INFRA;S-IT network infrastructure Calw, Germany S-IT 
62.214.110.181;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
130.244.3.0;1257;SE-SWIPNET-19940728;Swipnet backbone SWIPNET In case of improper use originating from our network, please mail customer or abuse@swip.net 
78.152.44.241;5580;ATRATOIP-2631;Assigned to customer_id core1.ams2.nl <> core1.par2.fr AS5580 
10.255.49.102;-1;private;private
154.54.28.70;-2;unknown;unknown
37.26.226.34;15695;EXPEREO_BUSINESS_DSL_EU_INFRA;Expereo Expereo customers DE 
198.71.45.6;-2;unknown;unknown
141.136.109.65;3257;NACNET-EU;Tinet International Network Hugenottenalle 167 63263 Neu-Isenburg Tinet SpA 
62.214.106.93;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
37.128.137.108;12835;TNNET-BB-PRIMARY;TNNET-PATNET Trentino Network srl 
62.214.106.97;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
62.115.134.65;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
62.115.116.90;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
62.214.110.185;8881;VT-NETWORK;Versatel Deutschland Internet Services Versatel Deutschland 
83.167.55.12;8218;NEOT-BBONE-3;Neotelecoms Backbone 2 Neo Telecoms 
62.115.116.94;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
62.115.116.96;1299;EU-TELIANET-20140617;TeliaSonera AB TELIANET-BLK 
129.250.5.40;-2;unknown;unknown
212.113.66.5;9166;HOSTIT-BE-BACKBONE;Backbone INFRA-AW Cegeka Hasselt Datacenter 
62.115.134.67;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
62.245.130.205;8767;DE-MNET-20001003;M-net Telekommunikations GmbH DE-MNET-20001003 
217.174.157.31;-2;Balkan-Internet-Exchange;Balkan Internet Exchange Ltd 
37.49.236.10;57734;FRANCEIX-PARIS-PEERING;FranceIX Paris Peering LAN FranceIX Services 
93.176.95.161;31027;nianet_core_block_2;nianet a/s nianet a/s 
10.97.240.102;-1;private;private
10.10.10.254;-1;private;private
89.149.185.142;3257;NACNET-EU;Tinet Spa Tinet SpA 
10.97.240.106;-1;private;private
80.91.247.127;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
184.105.213.177;-2;unknown;unknown
80.77.16.73;34549;LAXIN-NET-1;Laxin IT-Services Network meerfarbig GmbH & Co. KG 
81.20.64.249;-2;VERIO-ES;Verio ES madrid facility 
77.232.240.1;42102;DE-LR-NETCON-20061218;L&R Network Consulting LRNC-NET01-OF 
147.229.253.180;197451;VUTBRNET;Brno University of Technology VUTBR-NET4 
89.149.185.89;3257;NACNET-EU;Tinet Spa Tinet SpA 
62.115.135.112;1299;EU-TELIANET-20130924;TeliaSonera AB TELIANET-BLK 
184.105.81.77;-2;unknown;unknown
154.54.30.53;-2;unknown;unknown
130.117.49.137;-2;unknown;unknown
154.54.77.246;-2;unknown;unknown
198.71.45.13;-2;unknown;unknown
154.25.3.10;-2;unknown;unknown
5.22.150.89;196763;RZ-GEIB-TRANSFER-1;Geib IT GmbH SKYWAY-IGB-1 
213.155.130.127;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
213.155.130.125;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
213.255.14.65;8968;ALBAN1;Albacom BB infrastructure - AlbaIP BT Italia (formerly Albacom) 
82.112.101.73;-2;VERIO-UK-INFRA;Verio UK london facility 
130.117.2.65;-2;unknown;unknown
195.2.25.69;1273;CW-CUST-PTP-NET;Customer PtP BKL Cable & Wireless Austria Netblock 
154.54.39.17;-2;unknown;unknown
184.105.80.129;-2;unknown;unknown
212.80.160.149;12541;BTIGS-INTERN-NET;BT IGS AS12541 Infrastructure BT IGS Allocated block 1 
10.0.242.213;-1;private;private
89.149.185.66;3257;NACNET-EU;Tinet Spa Tinet SpA 
80.91.248.254;1299;TELIA-TIC-NET-1;Telia International Carrier AS1299 Backbone TELIANET-BLK 
154.54.31.189;-2;unknown;unknown
91.109.120.3;58308;CUSAE;Cusae Cusae cidr block 
154.54.57.69;-2;unknown;unknown
195.245.142.113;9186;PT-ONITELECOM-19990318;ONITELECOM - INFOCOMUNICACOES, S.A. Provider Local Registry ONITELECOM IP Address 
85.88.20.59;33984;DE-SURFPLANET-20040923;Surfplanet GmbH Surfplanet GmbH PA-Block 
91.109.120.4;58308;CUSAE;Cusae Cusae cidr block 
193.43.34.30;12835;ITEA-WAN;ISTITUTO TRENTINO PER L'EDILIZIA ABITATIVA SPA ITEA-WAN 
178.16.212.58;50989;SE-SITABINFRA-LINKNET-1;SITAB Infra Linknets - 1 SITAB Infra aggregated route 
154.54.0.237;-2;unknown;unknown
198.27.73.30;-2;unknown;unknown
130.117.3.169;-2;unknown;unknown
129.250.2.4;-2;unknown;unknown
78.5.223.137;8968;DBLK;ANIMA SGR BT Italia (formerly Albacom) 
130.152.181.189;-2;unknown;unknown
149.6.134.205;-2;unknown;unknown
185.66.148.253;3212;TELEMACH-NET;Broadband Network Services Telemach, Communication Services, d.o.o. Cesta Ljubljanske brigade 21, Ljubljana, Slovenia TELEMACH-SI-185.66.148 TELEMACH, Provider Aggregated Block TELEMACH, Provider Aggregated Block 
62.154.10.129;3320;DTAG-BB16;Deutsche Telekom AG Deutsche Telekom AG, Internet service provider 
213.155.135.7;1299;TELIANET;TeliaSonera International Carrier AS1299 Backbone TELIANET-BLK 
195.88.109.2;57407;CKSOFT-DE-LAN;CK Software GmbH CKSOFT-DE-LAN 
46.31.104.114;197075;ACTIVENETWORK;Active Network S.p.A. Active Network S.p.A. 
109.74.148.213;29405;SK-VNET;VNET a.s. VNET a.s. 
130.206.245.2;766;REDIRIS;Entidad Publica Empresarial Red.es RedIRIS Spanish National R&D Network Madrid, Spain RedIRIS 
78.152.34.29;5580;ATRATOIP-537;Assigned to customer_id r1.ams1.nl - r1.fra2.de AS5580 
80.188.119.198;5610;DYKASRO;Velka Dobra,27361 CZ.CZNET 
172.25.71.165;-1;private;private
89.149.185.6;3257;NACNET-EU;Tinet Spa Tinet SpA 
